PLAUR,1.0245816622395296e-65
ZNFX1,3.1723917757562786e-66
SP110,4.646487481430122e-66
ECE1,1.554385561298337e-66
VEZF1,1.3270102064442873e-66
CLIP1,2.525546346217849e-66
HIST1H2AC,7.676920463566778e-66
RHOB,6.287412670125774e-66
DKK1,8.141633953698506e-64
ITGB8,1.0317945675428212e-64
SHFL,3.2970523336644e-64
SVIL,2.8050269524640888e-64
BDP1,2.6029341736011474e-64
RBMS1,1.4407042146462708e-63
BRD2,4.980313339780877e-64
HIST1H2BG,5.643017213085948e-62
SPEN,3.09794435960699e-63
MAFF,2.2956223452087503e-62
MAST4,3.857705821055591e-63
CD83,4.1162324929000136e-61
HIST1H2BD,4.791535463011009e-62
AC005062.1,6.822097684922811e-61
DDX60,2.172453187536372e-61
RBBP6,1.3971147198410031e-62
SERTAD2,1.1023926569324596e-61
TRA2B,1.6940193940955255e-62
CHD1,3.802141264814073e-62
SRFBP1,4.787829914504217e-62
ABL2,1.4104665388881912e-60
ZFP36,7.078979336379224e-62
RPP38,1.0368946967766285e-61
TRIO,1.3799644189812126e-60
PRPF38B,3.35211074767161e-61
ELMSAN1,1.1414932677622676e-60
SNHG15,3.305071091446543e-61
TNIP1,1.7245416232474408e-60
CSF1,5.266568452155857e-59
ZC3HAV1,5.331676991880631e-60
TAP1,1.8938301522030929e-60
ARRDC2,1.5270299281489478e-58
MAP4K5,1.6267795914792309e-59
TICAM1,6.420863505019766e-59
RASAL2,1.2202819564503427e-58
AHR,6.756395036240512e-59
NFKBIE,3.0200598011943306e-57
KCMF1,1.0440296425122667e-58
TNFSF10,6.698826634792769e-58
RLF,1.1017250291544041e-57
NEDD9,2.6274139597860413e-57
TPT1,5.229126605642287e-58
RAB30,1.6678232834769897e-56
CREB1,1.426684257893861e-57
ANKRD12,1.8978083208315297e-57
LINC00511,6.62182192655029e-57
C1orf52,3.4266667847667286e-57
NAMPT,4.182366199247423e-57
PIM1,6.055003711606938e-56
DUSP5,1.1611362096670713e-56
SBNO2,2.6532507542400566e-56
PPP2R2A,7.329463104115779e-57
HERC5,1.050988166656026e-54
SQSTM1,1.660612015204947e-56
CCDC130,5.235712655393125e-56
WAC,4.1759430256391e-56
PKN2,4.1550398874328385e-56
IFI35,1.1828119757269487e-55
PARP12,4.830839834138098e-55
XPO6,1.1675436209037897e-55
OGFR,1.3348605949369314e-55
JUNB,2.5131478494800135e-55
PER1,8.886184978101491e-54
EHF,2.67764726246778e-55
PIEZO1,6.127627251865071e-55
GBP1,5.837333837395273e-54
PHACTR2,4.757736189323091e-55
RPL21,7.806605112531274e-55
THBS1,2.24043182913081e-53
PLSCR1,2.171153218012989e-54
TNRC6A,4.140773044724811e-54
FAM133B,4.954744278555658e-54
TNIP2,1.1948366310035192e-53
TRIM22,1.0954012239260968e-53
RALA,7.414439458715726e-54
RPS27A,1.4191204350878394e-53
NIPBL,1.4209211413615592e-53
OSER1,1.504172246603529e-53
VMP1,1.6021178006011774e-53
C21orf91,4.0480336136166254e-53
GSK3B,5.449002230563098e-53
ZBTB17,2.162143689896564e-52
TLK2,1.362067481894707e-52
PELI1,2.6616330175141423e-52
UPP1,2.83932003654715e-52
CYLD,8.179727651960154e-52
BACH2,1.7990718903244727e-50
PHACTR4,7.26267801073502e-52
ZNF608,2.9520485923695466e-51
FILIP1L,1.229702785394589e-50
POLR2M,8.523129233294452e-51
ETV6,3.382347168384425e-51
RICTOR,8.873940747911077e-51
ZBTB10,3.1198077708023045e-50
ETV7,1.092451925965083e-49
ZNF562,1.7865444280556254e-50
MED13,3.46140066666682e-50
TRIB1,5.394655178983263e-50
SMAD1,6.957676703367858e-50
RAB32,4.74776794765489e-50
NRIP1,3.450692607382194e-50
OLA1,3.405439912697604e-50
TYW5,2.3513747583356304e-49
GPATCH2,5.029397591639756e-50
ZNF217,1.0613077150892059e-49
LYST,2.7823913815266103e-49
CAV1,2.2666606151120256e-49
IFIT5,6.882836415575607e-49
SFSWAP,3.159976050202033e-49
AKAP13,3.246486418369193e-49
SAMD4A,3.41344650294263e-48
WEE1,5.765640251415727e-49
KMT2A,5.169020388795193e-49
KLF3,5.383236277340043e-49
OGA,7.675812480645e-49
GPCPD1,9.39565406711153e-49
MAP3K13,7.924634276693113e-49
CEP350,1.3384171343249813e-48
CDKN2B,4.335773406346629e-48
NSRP1,1.1309715854303551e-48
KLF10,2.585212725896061e-48
NFAT5,2.3050488609409484e-48
SIAH2,2.2369790016180097e-48
TRAF3,4.674299584363037e-48
KYNU,4.373467622987291e-48
HERC6,2.9761393285334823e-47
RASGEF1B,1.1636486475746844e-47
OCLN,6.444251111594797e-48
NRBF2,5.1391138464529604e-48
FAM174C,5.2317612517409265e-48
THAP2,2.530746118514782e-47
SETD2,7.381059450071276e-48
QKI,1.3230812064982665e-47
USP15,1.3766064472085422e-47
SLTM,1.7562825311750309e-47
PIP5K1A,4.469175168719083e-47
RIPK4,5.97559784619018e-47
LRATD2,5.720968009389069e-47
INTU,7.163365373680304e-47
HIVEP1,1.5304539011112213e-46
MAD2L1BP,6.408444651181829e-47
AC004130.2,3.612506649981929e-46
MAP3K4,1.1141506608041592e-46
SLC31A2,5.912782905895053e-46
ITPKC,1.505516320339043e-46
INO80D,2.938578307777358e-46
BST2,3.444063644869002e-46
RBM33,1.7762222354352162e-46
INO80,2.2509929849024513e-46
UBA2,1.475888708431778e-46
ZNF292,3.040680519399284e-46
MIER1,1.6864216422073322e-46
THUMPD3-AS1,2.032369161920808e-46
PLK2,2.0413685747066762e-46
RSF1,2.464654312768823e-46
RNF19A,3.142568894463494e-46
N4BP2L2,2.6420839336599536e-46
SPG7,3.233945013117244e-46
USP9X,6.337028038672493e-46
MARCKS,5.2920146027284436e-46
SAMHD1,1.5336601354622067e-45
ODC1,1.0977995887264233e-45
ZNF280D,1.8997680353221064e-45
ZBTB43,2.36440229502097e-45
GPR87,2.2965723350901036e-45
TGFB2,2.89261041243429e-44
FAF2,3.2188184176471687e-45
ADAM8,2.707312569540332e-44
POLK,4.647576288800521e-45
THAP9-AS1,4.6980348773525227e-45
ZNF274,1.1331283016766712e-44
CSNK2A2,3.6002846234627216e-45
TNF,6.46869915564391e-44
SPPL2A,4.676610326343912e-45
TYMP,5.874122792624379e-45
PPP6C,6.299875315357894e-45
WWC2,6.667768573069525e-44
FNBP4,7.986400168773722e-45
IFITM3,9.408303158347147e-45
DNAJB4,4.744360526403976e-44
MB21D2,9.433586758663376e-44
ZFX,1.9705751029314204e-44
ENC1,2.9233370586344334e-44
LYN,1.6252284530195794e-44
REV3L,4.0159844025470233e-44
ARID1A,2.29884214547792e-44
IRAK2,2.1714644309507816e-43
CWC25,4.562916392479747e-44
OVOL1,1.0564143563703954e-43
TET2,9.170990465819492e-44
PNPT1,8.795730209568242e-44
HIST1H2BN,2.8019423389729727e-43
MAML2,1.2701472363368342e-43
KPNA4,2.1331357654745096e-43
SREK1IP1,2.449326947426341e-43
SLC25A3,2.5907491980708963e-43
EIF4B,3.1569424662411212e-43
BOD1L1,4.2500654959582e-43
RPS2,5.306249341713117e-43
DYRK1A,8.165832975770005e-43
AC025263.1,6.9442640342511e-42
ZBTB38,1.1227448526270399e-42
ZNF131,1.3907703293724461e-42
SPSB1,3.2003683507787836e-42
AFF4,1.389735302990146e-42
ERRFI1,1.603242314490117e-42
CLCN3,1.9324517392808916e-42
MTUS1,2.0350418599282843e-42
MAP2K3,6.058545809363787e-42
ABCA12,3.1100206360091755e-41
C5orf56,2.1666900446388382e-41
FGD6,1.3407394994675695e-41
NFIL3,1.0580042823123626e-41
ZFY,1.941492161513953e-41
YOD1,1.8038040064217515e-41
TNFAIP2,7.467621364773265e-41
SNHG12,1.5106941934450697e-41
TNFRSF1A,1.5000013454480127e-41
ITSN2,2.2917410554708263e-41
AHI1,3.4939706348059836e-41
GRHL3,5.599217005458948e-41
ZNF638,3.1156494941139647e-41
PHF11,4.807633445593596e-41
SOCS1,8.795781710968263e-41
PPFIA1,4.1526785793908425e-41
GORAB,1.0564351236835779e-40
GATA6,1.6891322790378564e-40
NR1D2,9.994217827038878e-41
RBM5,7.424229304838586e-41
CXCL16,7.721165396567146e-41
SLFN5,8.506556900891072e-41
PLEKHF1,2.950545775992936e-40
ZNF827,2.4614302301514447e-40
CPEB2,4.063473096405121e-40
SMURF1,1.5559325698036334e-40
TCF7L2,1.6105577442794067e-40
USP6NL,2.299253308776586e-40
CCDC174,1.916622896705613e-40
ATL2,2.1098345148615887e-40
PPP1R15B,3.414170028367235e-40
B3GNT5,3.3418457344289073e-40
FRYL,3.180526928214081e-40
ZFAND5,3.2222279441885374e-40
GTF2F2,4.011894115947704e-40
MORC3,4.525472643528578e-40
TNFSF13B,4.735687364934242e-39
ANKRD33B,5.442961752345517e-39
LCN2,4.987223263856723e-40
UTY,1.069442339934615e-39
DUSP10,7.966455567249802e-40
MED15,7.47198668240551e-40
UBE2F,7.083773022416942e-40
PPP4R2,7.228478351365473e-40
SRP72,8.696787367282207e-40
PHIP,9.228133463968936e-40
HIF1A-AS3,6.698857924866163e-39
SRSF11,1.1463800818026864e-39
KMT2C,1.4640534626127944e-39
IFRD1,1.4415279232171198e-39
ARID5B,2.1636875344079726e-39
DRAM1,6.148283809284216e-39
SERTAD1,3.455489962116714e-39
RTP4,9.735453355008435e-39
AZI2,4.683283239889575e-39
AKAP8L,5.754373474804733e-39
RBM39,5.927368902390169e-39
PVT1,2.0947451517520347e-38
UGCG,8.047082602515571e-39
USP47,8.500592382070278e-39
JARID2,1.4576722120063785e-38
ZNF567,3.760657136925258e-38
KANSL1,1.4331826668769617e-38
ZNF433,2.228683063282027e-38
RPSA,1.383545787408163e-38
SUSD6,2.5367858932337986e-38
HS3ST1,2.530383830928275e-38
MYO10,2.729363122664196e-38
OFD1,3.179892013572331e-38
YY1,2.773792726904458e-38
SMCHD1,2.832070404323531e-38
NOCT,9.600740877860263e-38
FRS2,5.409406959902536e-38
BMP2,1.3210212522204252e-37
IER5,5.420695615260117e-38
UBE2L6,6.401463425445167e-38
SREK1,5.304418771643853e-38
USP31,1.6704104542074682e-37
LRRC1,1.2597248066091385e-37
TACC2,1.168938675289621e-37
RASEF,1.2123322637070358e-37
IFI16,1.1803999439756184e-37
RPL11,1.4183761394965682e-37
BCL2A1,9.149143231264295e-37
TIAL1,1.3592062650177288e-37
PHF12,3.531967099659934e-37
PARD6B,2.4292594827729317e-37
MOK,3.4852721537611534e-37
RALGPS2,2.710874420311447e-37
SNAPC1,2.8107082035921145e-37
ARAP2,7.222361024701962e-37
HELZ,5.502362509534275e-37
ANKRD13D,5.510207829532559e-37
TNKS2,6.158044084655366e-37
PLEKHM2,6.403989652895102e-37
PER2,1.583497197398587e-36
SHB,7.088011239595017e-37
NT5C3A,7.195797496800765e-37
IGF2BP2,9.696215329866849e-37
KIN,8.869365861097252e-37
TNFAIP8,1.822999829965168e-36
PIK3R1,1.2689288052327127e-36
RERE,9.859792760469811e-37
SLMAP,9.921073105710404e-37
MYCBP2,1.0074645597116904e-36
CDKN2AIP,1.2323538037184456e-36
RP9,1.372434226123376e-36
R3HDM2,1.3651425797930177e-36
PPP4R3A,1.9825887822137876e-36
PCF11,2.6178199163150308e-36
OSGIN2,3.165256863764044e-36
SNIP1,3.489142305196786e-36
COPS2,3.295694912171489e-36
CREBBP,5.0134822621824066e-36
SPINK5,6.455872604040166e-36
UBE2Q1,5.4153166717067535e-36
EREG,5.258218673429872e-36
XPO1,5.8126758301080796e-36
AEN,1.1365639057601505e-35
GCC2,6.394283934756965e-36
KLF4,7.41051127938661e-36
DENND4A,1.7124118268401843e-35
CAMSAP1,9.686747608220075e-36
PLEKHA5,8.88014793845539e-36
SIK3,1.4493009254603362e-35
PPP2R2D,9.58226842486204e-36
AC116407.2,5.294093697489332e-35
ITPRID2,1.367838899348247e-35
IL36G,8.327538259982325e-35
CXCL10,9.655329445686184e-35
MYC,1.7165469274374694e-35
PPP1R10,1.689404894370924e-35
RSBN1L,1.9895144059326736e-35
FAS,2.1168455329171643e-35
KRT6A,2.048798178660236e-35
BAZ1A,2.0517894715806757e-35
FHL2,2.4261051473267147e-35
METTL5,3.210330939145565e-35
MMADHC,4.380294671471933e-35
ASH1L,4.405333700495456e-35
SPRED1,5.845846232741288e-35
C1orf43,8.335598028757214e-35
DUSP16,1.2506075009117639e-34
METTL18,1.4301465809564211e-34
SON,1.009563461272525e-34
UIMC1,1.2909073179514295e-34
RGS10,1.0637348732452958e-34
DUSP14,1.2014291831005005e-34
FOXJ3,1.3982002455244097e-34
FGFR1OP2,1.201444850127676e-34
BRD8,1.5983982158129158e-34
ABTB2,4.4491707024121384e-34
RBM6,1.5394988615620999e-34
MIOS,2.1055973123350874e-34
LAMB3,1.7393486415308883e-34
CDC42EP3,1.9184904496278138e-34
JAK1,2.966959419619302e-34
ZMYM2,3.209057836759854e-34
FAM193A,4.969109394865243e-34
KLHDC10,3.808658632712741e-34
NR2F1-AS1,5.84139176170259e-34
UBAP1,4.513879547160165e-34
STK40,1.0262490944772419e-33
ZNF844,1.8979678497996776e-33
SPTBN1,5.5899833327294945e-34
TRIM69,6.896926132717302e-34
PHKG2,7.016150523905815e-34
ADRB2,1.1364733910711363e-33
SLC35B1,8.46598812423356e-34
MAP3K14,2.932341077530754e-33
ADAR,9.411104838379271e-34
ZNF277,1.0774338746493458e-33
CCNT2,1.1626957405204399e-33
RIC3,1.3752693204098244e-33
KDM6B,1.2680996562628208e-33
MAP2K4,1.589321209354334e-33
DCP1A,2.149266346380527e-33
DNTTIP2,2.211171310393382e-33
PTBP2,3.829083100435559e-33
IL6ST,2.8118067433205988e-33
FBXO36,8.146666316933409e-33
MIR222HG,4.5990825705655033e-33
IL1R1,6.651834784328244e-33
RNF115,3.6621286786448026e-33
WARS,4.6605904763631435e-33
FNBP1,5.055271489219306e-33
TBK1,4.7364096564547975e-33
RYBP,4.956389603560367e-33
NBPF14,1.5521616257372178e-32
RALGAPA1,5.624206299401643e-33
CDK7,5.64207710139916e-33
KMT2B,5.6720594538473076e-33
GBP4,2.084545386792158e-32
TRIM38,5.89481700987355e-33
NBPF19,2.0433624241229555e-32
LRIF1,8.193849131738182e-33
CCDC12,7.062927251766962e-33
ZC3H13,1.0351629565157557e-32
STX11,3.2874387007081584e-32
PPIL4,1.3328008801772014e-32
FRMD4B,1.364898841693366e-32
KLF5,1.300593093849965e-32
IL18,1.30361596376527e-32
MBIP,1.4763536731617416e-32
TNFRSF10D,2.4575484647518213e-32
PCLO,2.202981932306175e-32
TDRD7,2.200532194233768e-32
LINS1,2.159108559150533e-32
USP34,1.7260664312463387e-32
MPZL3,2.1639131375465885e-32
FOXK2,2.00676109284773e-32
BRD4,1.9550756296494344e-32
BLZF1,2.34615902264551e-32
PRAG1,2.530520490001218e-32
PARP10,2.673306456156505e-32
MYRFL,1.4354291796105333e-31
BATF2,1.7104435349725437e-31
SCYL1,3.9509532192786297e-32
PISD,4.943744026866799e-32
ELAVL1,4.3274283099460075e-32
SMAD3,5.057152893126505e-32
EIF2AK4,5.576283246173478e-32
PTP4A2,5.718261081488713e-32
THAP3,6.694896740658317e-32
NSD3,6.390125154052793e-32
PRDM4,8.213164145706095e-32
ZMYM5,7.717450416571064e-32
SETD5,6.909558132194783e-32
KAT6A,8.381877553329823e-32
MTF2,9.184891248569524e-32
STARD5,1.463355748326108e-31
SOCS2,3.055593125801617e-31
BCL2L13,1.465602070348069e-31
TSC22D1,1.4280369222496957e-31
SPAG9,1.4727116222307086e-31
HSPA4L,1.5175776243155186e-31
ZNF350,2.4469000696539227e-31
TRAF1,5.377852871352499e-31
BCAR3,2.538892608951772e-31
ZC3H6,2.355376024988824e-31
NCEH1,2.5302250933347433e-31
IRF2,1.9306789365615633e-31
VCPKMT,2.808190872667493e-31
ZC3H12C,6.506728745106973e-31
DIDO1,3.1468122252399655e-31
PROSER2,2.8766967293277948e-31
PRDM1,6.296485377417484e-31
KDM2A,3.054866425669736e-31
ATF7IP,3.958625356520225e-31
GOSR1,3.6797485839163973e-31
XRN1,5.21999656390452e-31
PARD3,5.362657200000482e-31
GON4L,5.417467745207564e-31
TAF10,5.550186699092717e-31
HIST1H2BJ,6.477256185550264e-31
ZNF627,1.340797623566587e-30
STRN3,7.496288210058029e-31
HIST1H2BK,1.1742534836169102e-30
PSMF1,7.543524072835763e-31
LAMC2,1.1406953143286746e-30
SEMA3C,1.3321846760404891e-30
PHF20L1,8.771953804727398e-31
THEMIS2,2.525617519012795e-30
SOCS3,2.3452795570925066e-30
ZRSR2,1.612900098412769e-30
ANKRD17,1.1985191281709456e-30
SETX,1.3666903230561102e-30
GATA3,3.267668210976911e-30
DAAM1,1.3398275054699237e-30
CDC42EP1,1.3726088385441097e-30
LINC01138,2.4874611150638117e-30
UVRAG,2.4329978406886873e-30
TMCC3,3.7552466521289414e-30
DHX58,3.940539977315448e-30
CSNK1G1,3.593472745982596e-30
AKAP9,3.299568606452016e-30
PRSS22,3.531108555516481e-30
CIART,7.183198125957823e-30
FBXW7,4.1640517990140715e-30
EFNB2,4.2260751461327124e-30
ADM,6.660025160797505e-30
ZBP1,1.695114816376174e-29
RAET1L,9.227749373479065e-30
WDR20,5.064613317738289e-30
AGAP9,9.347624436518158e-30
ZNF44,7.934480598910403e-30
ARL5B,6.180880171336273e-30
FNDC3B,7.52493530458815e-30
GALNT5,8.089881408991007e-30
TRIP12,8.562308482372656e-30
SPATS2L,9.348137683163407e-30
GLIS3,1.51685788910394e-29
ZNF644,9.59249892887552e-30
PRICKLE1,1.7193394667193314e-29
EP300,1.0952392282092641e-29
SP140L,1.2886999423117915e-29
EGR2,3.2330274684606766e-29
KRT6B,1.4299624341912383e-29
TENT4B,1.7807413804216187e-29
MAFG,1.6295044089716249e-29
GMPR,2.91646551791702e-29
PPTC7,1.8154233889580814e-29
EPC2,2.0186118042431625e-29
NECAP2,1.595832229932685e-29
ASCC3,1.6693841144211544e-29
SRP19,1.8362657845832963e-29
CDK17,2.0398283407541484e-29
ARNTL2,1.8770561018211393e-29
BAIAP2L1,2.0727562283904308e-29
LMO7,2.3351217790079958e-29
LSM12,2.469357609884387e-29
GNA13,3.687430482437271e-29
PIAS1,3.8901700563581206e-29
EVA1A,4.7359578706779895e-29
BPTF,4.524759459649356e-29
MRPL10,4.9010515264069675e-29
NOP14-AS1,5.620276662823022e-29
PRR14,6.408693867479846e-29
YJU2,7.645929009454029e-29
LCOR,6.948494270252456e-29
TRAPPC3,7.478287236737474e-29
NFKBIB,8.530294285575633e-29
PSMB9,8.216836851514829e-29
Z93241.1,2.1723657170547594e-28
SLC7A6OS,1.0990796455358997e-28
HLA-C,1.0232027176822053e-28
PUM1,1.0497390559263384e-28
CASZ1,1.5909928915273485e-28
THUMPD3,1.2804215528015603e-28
MCAT,1.5387415947258023e-28
LSR,1.4756286037803918e-28
IFNAR2,1.897386398957865e-28
PHF21A,2.543263694513256e-28
APOBEC3B,3.1517851795927353e-28
ELF3-AS1,2.552038701063135e-28
IL1A,7.846803410073186e-28
ZCCHC10,2.5395940627174558e-28
ETS1,6.754213417734921e-28
ZNF596,5.7299349779777625e-28
FBXW11,2.7769238554484613e-28
MITF,4.629756083183644e-28
KIAA2026,3.628505796862161e-28
TJP2,3.680597286277117e-28
ARHGAP5,3.7064602919223563e-28
EGOT,9.677230004055024e-28
CCNB1IP1,4.231223749770194e-28
SLC25A28,5.017481157939022e-28
LIF,4.915592357888382e-28
ASXL1,7.15315362145134e-28
TRANK1,1.3380685497374846e-27
USP53,7.571708234083284e-28
SIPA1L1,7.6429163978134275e-28
IQCN,1.688478952876718e-27
RHOV,8.553015754761454e-28
SH3GLB1,9.005545716331615e-28
SGPP2,9.412156703075659e-28
ANKRD13C,1.1863656927993148e-27
NUP58,1.0280649750728333e-27
TMEM170A,1.0891270515810298e-27
TBC1D22B,1.5207038493091972e-27
LATS2,1.689049019391761e-27
BBC3,1.6054822940125313e-27
OTUD3,2.02385127022898e-27
SOD2,1.4994698500512958e-27
RNF145,1.4308399109367278e-27
NSD1,1.7214164763451156e-27
RWDD1,1.9127099406965667e-27
MSANTD3,2.0600179392405868e-27
UBE2H,1.992399051247599e-27
DNTTIP1,2.0301470077310853e-27
EEA1,2.3950753406598407e-27
FBXO32,3.653903169714988e-27
ABRAXAS2,3.225044283477713e-27
SENP1,3.600373312005627e-27
MED13L,2.864847312828066e-27
HLA-E,3.3505172844064754e-27
RCHY1,3.786112367771653e-27
C3orf52,4.456815217919456e-27
UBXN2A,4.3354435315784694e-27
AGRN,4.309879658309357e-27
ZNF101,7.246250607277528e-27
ZNF140,6.500566722194427e-27
RABGAP1L,5.0767409121598666e-27
USP7,5.2044116583660486e-27
ZNF441,1.6995274029684964e-26
ZNF764,1.2282658876607517e-26
IFT57,6.997970844407868e-27
SNX16,8.909293244405462e-27
UBE2J2,8.03540637738123e-27
TLK1,8.15409315016729e-27
SLC9A8,9.192642104244327e-27
MBP,8.416077076921759e-27
SNHG17,1.2080217223715054e-26
DTNA,3.2146452783371946e-26
ZNF281,1.488576517353388e-26
FAM214A,1.297664164995631e-26
SLC25A37,1.4587427682083087e-26
SDF4,1.410192116011171e-26
RPS12,1.668848053925544e-26
LURAP1L-AS1,3.87875768081669e-26
CCDC30,3.12174916349731e-26
PLCE1,3.128119159624649e-26
SENP6,1.9569967580483177e-26
ANKRD22,2.1736560378645823e-26
SPECC1,2.227786703081183e-26
ZNF335,2.8532189183984094e-26
ZNF14,3.7834604496543364e-26
NEDD4,4.044009815515438e-26
MAPK10,2.8991205815799757e-26
LAMP3,3.6874197511016863e-26
KLF7,4.776191880140666e-26
EXT1,2.831836176505303e-26
CIC,2.908337597934473e-26
NET1,2.830073692787794e-26
ZBTB2,4.440837685422281e-26
CEBPB,3.653046056376295e-26
OSBPL3,4.7751181426659764e-26
GEM,1.1273420029880497e-25
AC015813.1,6.54426400786858e-26
GTF2E2,5.039010918832537e-26
ARFGEF2,6.05018601826599e-26
PAK2,5.773758154504253e-26
NCK1,6.140448722444415e-26
RNF139,7.074433703132776e-26
TRAF2,8.339453383186356e-26
COBL,9.788358574462245e-26
BCAR1,7.447321679668092e-26
TCEA1,7.771103253147556e-26
